date,epiweek,region,fips,hospitalizedIncrease,death_jhu_cumulative,death_jhu_incidence
2/29/20,202009,AL,1,0,0,0
3/7/20,202010,AL,1,0,0,0
3/14/20,202011,AL,1,0,0,0
3/21/20,202012,AL,1,0,0,0
3/28/20,202013,AL,1,0,4,4
4/4/20,202014,AL,1,212,44,40
4/11/20,202015,AL,1,190,92,48
4/18/20,202016,AL,1,218,153,61
4/25/20,202017,AL,1,219,209,56
5/2/20,202018,AL,1,184,288,79
5/9/20,202019,AL,1,205,390,102
5/16/20,202020,AL,1,159,485,95
5/23/20,202021,AL,1,202,549,64
5/30/20,202022,AL,1,237,618,69
6/6/20,202023,AL,1,167,689,71
6/13/20,202024,AL,1,248,773,84
6/20/20,202025,AL,1,202,838,65
6/27/20,202026,AL,1,254,919,81
7/4/20,202027,AL,1,209,1007,88
7/11/20,202028,AL,1,3839,1114,107
7/18/20,202029,AL,1,1037,1286,172
7/25/20,202030,AL,1,1375,1456,170
8/1/20,202031,AL,1,1364,1603,147
8/8/20,202032,AL,1,1016,1755,152
8/15/20,202033,AL,1,1070,1896,141
8/22/20,202034,AL,1,895,2011,115
8/29/20,202035,AL,1,765,2152,141
9/5/20,202036,AL,1,647,2275,123
9/12/20,202037,AL,1,613,2350,75
9/19/20,202038,AL,1,700,2437,87
9/26/20,202039,AL,1,625,2501,64
10/3/20,202040,AL,1,568,2558,57
10/10/20,202041,AL,1,759,2664,106
10/17/20,202042,AL,1,676,2788,124
10/24/20,202043,AL,1,740,2866,78
10/31/20,202044,AL,1,855,2967,101
11/7/20,202045,AL,1,844,3082,115
11/14/20,202046,AL,1,981,3246,164
1/4/20,202001,AK,2,0,0,0
1/11/20,202002,AK,2,0,0,0
1/18/20,202003,AK,2,0,0,0
1/25/20,202004,AK,2,0,0,0
2/1/20,202005,AK,2,0,0,0
2/8/20,202006,AK,2,0,0,0
2/15/20,202007,AK,2,0,0,0
2/22/20,202008,AK,2,0,0,0
2/29/20,202009,AK,2,0,0,0
3/7/20,202010,AK,2,0,0,0
3/14/20,202011,AK,2,0,0,0
3/21/20,202012,AK,2,0,0,0
3/28/20,202013,AK,2,5,2,2
4/4/20,202014,AK,2,11,5,3
4/11/20,202015,AK,2,15,8,3
4/18/20,202016,AK,2,5,9,1
4/25/20,202017,AK,2,0,9,0
5/2/20,202018,AK,2,0,9,0
5/9/20,202019,AK,2,0,10,1
5/16/20,202020,AK,2,0,10,0
5/23/20,202021,AK,2,0,10,0
5/30/20,202022,AK,2,0,10,0
6/6/20,202023,AK,2,48,10,0
6/13/20,202024,AK,2,0,12,2
6/20/20,202025,AK,2,0,12,0
6/27/20,202026,AK,2,0,14,2
7/4/20,202027,AK,2,0,16,2
7/11/20,202028,AK,2,0,17,1
7/18/20,202029,AK,2,0,18,1
7/25/20,202030,AK,2,0,20,2
8/1/20,202031,AK,2,0,24,4
8/8/20,202032,AK,2,0,26,2
8/15/20,202033,AK,2,0,28,2
8/22/20,202034,AK,2,0,31,3
8/29/20,202035,AK,2,0,37,6
9/5/20,202036,AK,2,0,42,5
9/12/20,202037,AK,2,0,44,2
9/19/20,202038,AK,2,0,45,1
9/26/20,202039,AK,2,0,52,7
10/3/20,202040,AK,2,0,58,6
10/10/20,202041,AK,2,0,60,2
10/17/20,202042,AK,2,0,67,7
10/24/20,202043,AK,2,0,68,1
10/31/20,202044,AK,2,0,82,14
11/7/20,202045,AK,2,0,84,2
11/14/20,202046,AK,2,0,98,14
1/4/20,202001,AZ,4,0,0,0
1/11/20,202002,AZ,4,0,0,0
1/18/20,202003,AZ,4,0,0,0
1/25/20,202004,AZ,4,0,0,0
2/1/20,202005,AZ,4,0,0,0
2/8/20,202006,AZ,4,0,0,0
2/15/20,202007,AZ,4,0,0,0
2/22/20,202008,AZ,4,0,0,0
2/29/20,202009,AZ,4,0,0,0
3/7/20,202010,AZ,4,2,0,0
3/14/20,202011,AZ,4,20,0,0
3/21/20,202012,AZ,4,102,1,1
3/28/20,202013,AZ,4,258,15,14
4/4/20,202014,AZ,4,325,52,37
4/11/20,202015,AZ,4,326,117,65
4/18/20,202016,AZ,4,304,180,63
4/25/20,202017,AZ,4,331,273,93
5/2/20,202018,AZ,4,361,330,57
5/9/20,202019,AZ,4,353,532,202
5/16/20,202020,AZ,4,287,679,147
5/23/20,202021,AZ,4,311,801,122
5/30/20,202022,AZ,4,350,904,103
6/6/20,202023,AZ,4,443,1043,139
6/13/20,202024,AZ,4,338,1189,146
6/20/20,202025,AZ,4,137,1346,157
6/27/20,202026,AZ,4,343,1580,234
7/4/20,202027,AZ,4,473,1817,237
7/11/20,202028,AZ,4,682,2151,334
7/18/20,202029,AZ,4,817,2730,579
7/25/20,202030,AZ,4,1060,3286,556
8/1/20,202031,AZ,4,3719,3747,461
8/8/20,202032,AZ,4,7898,4137,390
8/15/20,202033,AZ,4,1551,4492,355
8/22/20,202034,AZ,4,516,4756,264
8/29/20,202035,AZ,4,214,5007,251
9/5/20,202036,AZ,4,115,5207,200
9/12/20,202037,AZ,4,258,5315,108
9/19/20,202038,AZ,4,113,5467,152
9/26/20,202039,AZ,4,129,5622,155
10/3/20,202040,AZ,4,275,5705,83
10/10/20,202041,AZ,4,265,5759,54
10/17/20,202042,AZ,4,389,5824,65
10/24/20,202043,AZ,4,425,5869,45
10/31/20,202044,AZ,4,449,5979,110
11/7/20,202045,AZ,4,678,6147,168
11/14/20,202046,AZ,4,767,6300,153
1/4/20,202001,AR,5,0,0,0
1/11/20,202002,AR,5,0,0,0
1/18/20,202003,AR,5,0,0,0
1/25/20,202004,AR,5,0,0,0
2/1/20,202005,AR,5,0,0,0
2/8/20,202006,AR,5,0,0,0
2/15/20,202007,AR,5,0,0,0
2/22/20,202008,AR,5,0,0,0
2/29/20,202009,AR,5,0,0,0
3/7/20,202010,AR,5,0,0,0
3/14/20,202011,AR,5,0,0,0
3/21/20,202012,AR,5,0,0,0
3/28/20,202013,AR,5,0,5,5
4/4/20,202014,AR,5,106,14,9
4/11/20,202015,AR,5,42,25,11
4/18/20,202016,AR,5,161,38,13
4/25/20,202017,AR,5,0,48,10
5/2/20,202018,AR,5,123,72,24
5/9/20,202019,AR,5,57,88,16
5/16/20,202020,AR,5,49,98,10
5/23/20,202021,AR,5,70,115,17
5/30/20,202022,AR,5,112,133,18
6/6/20,202023,AR,5,136,154,21
6/13/20,202024,AR,5,141,177,23
6/20/20,202025,AR,5,121,224,47
6/27/20,202026,AR,5,237,259,35
7/4/20,202027,AR,5,199,286,27
7/11/20,202028,AR,5,244,319,33
7/18/20,202029,AR,5,355,357,38
7/25/20,202030,AR,5,226,399,42
8/1/20,202031,AR,5,491,458,59
8/8/20,202032,AR,5,371,535,77
8/15/20,202033,AR,5,343,600,65
8/22/20,202034,AR,5,346,674,74
8/29/20,202035,AR,5,234,772,98
9/5/20,202036,AR,5,314,882,110
9/12/20,202037,AR,5,222,969,87
9/19/20,202038,AR,5,285,1181,212
9/26/20,202039,AR,5,239,1285,104
10/3/20,202040,AR,5,325,1407,122
10/10/20,202041,AR,5,373,1552,145
10/17/20,202042,AR,5,378,1684,132
10/24/20,202043,AR,5,429,1797,113
10/31/20,202044,AR,5,331,1925,128
11/7/20,202045,AR,5,377,2068,143
11/14/20,202046,AR,5,432,2159,91
1/4/20,202001,CA,6,0,0,0
1/11/20,202002,CA,6,0,0,0
1/18/20,202003,CA,6,0,0,0
1/25/20,202004,CA,6,0,0,0
2/1/20,202005,CA,6,0,0,0
2/8/20,202006,CA,6,0,0,0
2/15/20,202007,CA,6,0,0,0
2/22/20,202008,CA,6,0,0,0
2/29/20,202009,CA,6,0,0,0
3/7/20,202010,CA,6,0,1,1
3/14/20,202011,CA,6,0,3,2
3/21/20,202012,CA,6,0,25,22
3/28/20,202013,CA,6,1034,110,85
4/4/20,202014,CA,6,1783,289,179
4/11/20,202015,CA,6,4344.5,604,315
4/18/20,202016,CA,6,2763.75,1140,536
4/25/20,202017,CA,6,3465.125,1689,549
5/2/20,202018,CA,6,2989.4375,2180,491
5/9/20,202019,CA,6,3043.28125,2687,507
5/16/20,202020,CA,6,2902.359375,3208,521
5/23/20,202021,CA,6,2890.820313,3737,529
5/30/20,202022,CA,6,2769.589844,4144,407
6/6/20,202023,CA,6,3141.205078,4607,463
6/13/20,202024,CA,6,2840.397461,5076,469
6/20/20,202025,CA,6,3161.80127,5494,418
6/27/20,202026,CA,6,4209.099365,5899,405
7/4/20,202027,CA,6,4987.450317,6334,435
7/11/20,202028,CA,6,5410.274841,7027,693
7/18/20,202029,CA,6,5796.862579,7702,675
7/25/20,202030,CA,6,5921.56871,8408,706
8/1/20,202031,CA,6,4793.215645,9345,937
8/8/20,202032,CA,6,4559.392178,10307,962
8/15/20,202033,CA,6,4047.303911,11218,911
8/22/20,202034,CA,6,3849.348044,12131,913
8/29/20,202035,CA,6,3138.325978,12894,763
9/5/20,202036,CA,6,2672.837011,13709,815
9/12/20,202037,CA,6,2511.581494,14327,618
9/19/20,202038,CA,6,2254.209253,15018,691
9/26/20,202039,CA,6,2075.895374,15583,565
10/3/20,202040,CA,6,2041.052313,16115,532
10/10/20,202041,CA,6,2063.473843,16567,452
10/17/20,202042,CA,6,1963.263078,16956,389
10/24/20,202043,CA,6,2025.368461,17343,387
10/31/20,202044,CA,6,2199.31577,17659,316
11/7/20,202045,CA,6,2356.342115,17961,302
11/14/20,202046,CA,6,3033.828942,18253,292
1/4/20,202001,CO,8,0,0,0
1/11/20,202002,CO,8,0,0,0
1/18/20,202003,CO,8,0,0,0
1/25/20,202004,CO,8,0,0,0
2/1/20,202005,CO,8,0,0,0
2/8/20,202006,CO,8,0,0,0
2/15/20,202007,CO,8,0,0,0
2/22/20,202008,CO,8,0,0,0
2/29/20,202009,CO,8,0,0,0
3/7/20,202010,CO,8,0,0,0
3/14/20,202011,CO,8,0,2,2
3/21/20,202012,CO,8,44,6,4
3/28/20,202013,CO,8,195,44,38
4/4/20,202014,CO,8,584,126,82
4/11/20,202015,CO,8,489,274,148
4/18/20,202016,CO,8,443,411,137
4/25/20,202017,CO,8,611,684,273
5/2/20,202018,CO,8,381,832,148
5/9/20,202019,CO,8,853,967,135
5/16/20,202020,CO,8,268,1192,225
5/23/20,202021,CO,8,240,1327,135
5/30/20,202022,CO,8,225,1443,116
6/6/20,202023,CO,8,165,1527,84
6/13/20,202024,CO,8,762,1597,70
6/20/20,202025,CO,8,84,1647,50
6/27/20,202026,CO,8,74,1674,27
7/4/20,202027,CO,8,145,1701,27
7/11/20,202028,CO,8,327,1725,24
7/18/20,202029,CO,8,143,1752,27
7/25/20,202030,CO,8,233,1794,42
8/1/20,202031,CO,8,214,1844,50
8/8/20,202032,CO,8,141,1857,13
8/15/20,202033,CO,8,136,1896,39
8/22/20,202034,CO,8,90,1918,22
8/29/20,202035,CO,8,137,1942,24
9/5/20,202036,CO,8,180,1971,29
9/12/20,202037,CO,8,83,1988,17
9/19/20,202038,CO,8,139,2013,25
9/26/20,202039,CO,8,132,2040,27
10/3/20,202040,CO,8,174,2060,20
10/10/20,202041,CO,8,202,2112,52
10/17/20,202042,CO,8,314,2176,64
10/24/20,202043,CO,8,388,2218,42
10/31/20,202044,CO,8,474,2285,67
11/7/20,202045,CO,8,880,2389,104
11/14/20,202046,CO,8,950,2525,136
1/4/20,202001,CT,9,0,0,0
1/11/20,202002,CT,9,0,0,0
1/18/20,202003,CT,9,0,0,0
1/25/20,202004,CT,9,0,0,0
2/1/20,202005,CT,9,0,0,0
2/8/20,202006,CT,9,0,0,0
2/15/20,202007,CT,9,0,0,0
2/22/20,202008,CT,9,0,0,0
2/29/20,202009,CT,9,0,0,0
3/7/20,202010,CT,9,0,0,0
3/14/20,202011,CT,9,0,0,0
3/21/20,202012,CT,9,0,4,4
3/28/20,202013,CT,9,0,33,29
4/4/20,202014,CT,9,0,165,132
4/11/20,202015,CT,9,0,494,329
4/18/20,202016,CT,9,0,1086,592
4/25/20,202017,CT,9,0,1865,779
5/2/20,202018,CT,9,7758,2436,571
5/9/20,202019,CT,9,1631,2932,496
5/16/20,202020,CT,9,1557,3339,407
5/23/20,202021,CT,9,1592,3675,336
5/30/20,202022,CT,9,0,3912,237
6/6/20,202023,CT,9,1255,4055,143
6/13/20,202024,CT,9,243,4186,131
6/20/20,202025,CT,9,187,4251,65
6/27/20,202026,CT,9,169,4311,60
7/4/20,202027,CT,9,143,4335,24
7/11/20,202028,CT,9,141,4348,13
7/18/20,202029,CT,9,102,4396,48
7/25/20,202030,CT,9,58,4413,17
8/1/20,202031,CT,9,95,4432,19
8/8/20,202032,CT,9,113,4441,9
8/15/20,202033,CT,9,95,4453,12
8/22/20,202034,CT,9,72,4460,7
8/29/20,202035,CT,9,93,4465,5
9/5/20,202036,CT,9,95,4468,3
9/12/20,202037,CT,9,82,4480,12
9/19/20,202038,CT,9,90,4492,12
9/26/20,202039,CT,9,113,4501,9
10/3/20,202040,CT,9,139,4513,12
10/10/20,202041,CT,9,146,4530,17
10/17/20,202042,CT,9,198,4542,12
10/24/20,202043,CT,9,214,4577,35
10/31/20,202044,CT,9,0,4616,39
11/7/20,202045,CT,9,0,4671,55
11/14/20,202046,CT,9,0,4737,66
1/4/20,202001,DE,10,0,0,0
1/11/20,202002,DE,10,0,0,0
1/18/20,202003,DE,10,0,0,0
1/25/20,202004,DE,10,0,0,0
2/1/20,202005,DE,10,0,0,0
2/8/20,202006,DE,10,0,0,0
2/15/20,202007,DE,10,0,0,0
2/22/20,202008,DE,10,0,0,0
2/29/20,202009,DE,10,0,0,0
3/7/20,202010,DE,10,0,0,0
3/14/20,202011,DE,10,0,0,0
3/21/20,202012,DE,10,0,0,0
3/28/20,202013,DE,10,31,5,5
4/4/20,202014,DE,10,79.5,14,9
4/11/20,202015,DE,10,150.25,33,19
4/18/20,202016,DE,10,148.875,67,34
4/25/20,202017,DE,10,225.5625,112,45
5/2/20,202018,DE,10,187.21875,168,56
5/9/20,202019,DE,10,194.390625,221,53
5/16/20,202020,DE,10,152.8046875,286,65
5/23/20,202021,DE,10,133.5976563,322,36
5/30/20,202022,DE,10,107.2011719,361,39
6/6/20,202023,DE,10,63.39941406,390,29
6/13/20,202024,DE,10,61.30029297,419,29
6/20/20,202025,DE,10,44.34985352,434,15
6/27/20,202026,DE,10,60.82507324,507,73
7/4/20,202027,DE,10,23.58746338,512,5
7/11/20,202028,DE,10,53.20626831,517,5
7/18/20,202029,DE,10,24.39686584,523,6
7/25/20,202030,DE,10,42.80156708,579,56
8/1/20,202031,DE,10,23.59921646,585,6
8/8/20,202032,DE,10,24.20039177,590,5
8/15/20,202033,DE,10,19.89980412,593,3
8/22/20,202034,DE,10,34.05009794,600,7
8/29/20,202035,DE,10,43.97495103,604,4
9/5/20,202036,DE,10,36.01252449,608,4
9/12/20,202037,DE,10,47.99373776,613,5
9/19/20,202038,DE,10,29.00313112,621,8
9/26/20,202039,DE,10,42.49843444,633,12
10/3/20,202040,DE,10,61.75078278,645,12
10/10/20,202041,DE,10,72.12460861,653,8
10/17/20,202042,DE,10,64.9376957,664,11
10/24/20,202043,DE,10,70.53115215,680,16
10/31/20,202044,DE,10,53.73442392,708,28
11/7/20,202045,DE,10,88.13278804,716,8
11/14/20,202046,DE,10,87.93360598,736,20
1/4/20,202001,DC,11,0,0,0
1/11/20,202002,DC,11,0,0,0
1/18/20,202003,DC,11,0,0,0
1/25/20,202004,DC,11,0,0,0
2/1/20,202005,DC,11,0,0,0
2/8/20,202006,DC,11,0,0,0
2/15/20,202007,DC,11,0,0,0
2/22/20,202008,DC,11,0,0,0
2/29/20,202009,DC,11,0,0,0
3/7/20,202010,DC,11,0,0,0
3/14/20,202011,DC,11,0,0,0
3/21/20,202012,DC,11,0,0,0
3/28/20,202013,DC,11,0,4,4
4/4/20,202014,DC,11,0,21,17
4/11/20,202015,DC,11,0,47,26
4/18/20,202016,DC,11,313,91,44
4/25/20,202017,DC,11,245.5,165,74
5/2/20,202018,DC,11,0,240,75
5/9/20,202019,DC,11,447,311,71
5/16/20,202020,DC,11,158.5,375,64
5/23/20,202021,DC,11,244.75,427,52
5/30/20,202022,DC,11,194.625,462,35
6/6/20,202023,DC,11,178.6875,483,21
6/13/20,202024,DC,11,107.65625,511,28
6/20/20,202025,DC,11,123.171875,531,20
6/27/20,202026,DC,11,74.4140625,548,17
7/4/20,202027,DC,11,57.79296875,557,9
7/11/20,202028,DC,11,63.10351563,568,11
7/18/20,202029,DC,11,56.44824219,578,10
7/25/20,202030,DC,11,68.77587891,581,3
8/1/20,202031,DC,11,65.61206055,585,4
8/8/20,202032,DC,11,47.19396973,590,5
8/15/20,202033,DC,11,57.40301514,597,7
8/22/20,202034,DC,11,52.29849243,604,7
8/29/20,202035,DC,11,49.85075378,605,1
9/5/20,202036,DC,11,55.07462311,611,6
9/12/20,202037,DC,11,70.46268845,616,5
9/19/20,202038,DC,11,49.76865578,619,3
9/26/20,202039,DC,11,76.11567211,624,5
10/3/20,202040,DC,11,47.94216394,629,5
10/10/20,202041,DC,11,75.02891803,636,7
10/17/20,202042,DC,11,46.48554099,641,5
10/24/20,202043,DC,11,69.75722951,642,1
10/31/20,202044,DC,11,72.12138525,646,4
11/7/20,202045,DC,11,40.93930738,654,8
11/14/20,202046,DC,11,92.53034631,658,4
1/4/20,202001,FL,12,0,0,0
1/11/20,202002,FL,12,0,0,0
1/18/20,202003,FL,12,0,0,0
1/25/20,202004,FL,12,0,0,0
2/1/20,202005,FL,12,0,0,0
2/8/20,202006,FL,12,0,0,0
2/15/20,202007,FL,12,0,0,0
2/22/20,202008,FL,12,0,0,0
2/29/20,202009,FL,12,0,0,0
3/7/20,202010,FL,12,0,0,0
3/14/20,202011,FL,12,0,2,2
3/21/20,202012,FL,12,158,13,11
3/28/20,202013,FL,12,368,54,41
4/4/20,202014,FL,12,936,195,141
4/11/20,202015,FL,12,1199,438,243
4/18/20,202016,FL,12,1181,748,310
4/25/20,202017,FL,12,1203,1055,307
5/2/20,202018,FL,12,900,1364,309
5/9/20,202019,FL,12,1380,1715,351
5/16/20,202020,FL,12,1068,1964,249
5/23/20,202021,FL,12,1174,2233,269
5/30/20,202022,FL,12,808,2447,214
6/6/20,202023,FL,12,788,2688,241
6/13/20,202024,FL,12,992,2925,237
6/20/20,202025,FL,12,1072,3144,219
6/27/20,202026,FL,12,1205,3390,246
7/4/20,202027,FL,12,1608,3702,312
7/11/20,202028,FL,12,2301,4197,495
7/18/20,202029,FL,12,2628,4895,698
7/25/20,202030,FL,12,3117,5777,882
8/1/20,202031,FL,12,3258,7022,1245
8/8/20,202032,FL,12,3295,8109,1087
8/15/20,202033,FL,12,3435,9345,1236
8/22/20,202034,FL,12,2690,10274,929
8/29/20,202035,FL,12,1997,11105,831
9/5/20,202036,FL,12,1612,11811,706
9/12/20,202037,FL,12,1314,12600,789
9/19/20,202038,FL,12,1171,13287,687
9/26/20,202039,FL,12,1106,14022,735
10/3/20,202040,FL,12,1187,14628,606
10/10/20,202041,FL,12,1050,15186,558
10/17/20,202042,FL,12,1312,15917,731
10/24/20,202043,FL,12,1171,16417,500
10/31/20,202044,FL,12,1230,16761,344
11/7/20,202045,FL,12,1115,17100,339
11/14/20,202046,FL,12,1412,17489,389
1/4/20,202001,GA,13,0,0,0
1/11/20,202002,GA,13,0,0,0
1/18/20,202003,GA,13,0,0,0
1/25/20,202004,GA,13,0,0,0
2/1/20,202005,GA,13,0,0,0
2/8/20,202006,GA,13,0,0,0
2/15/20,202007,GA,13,0,0,0
2/22/20,202008,GA,13,0,0,0
2/29/20,202009,GA,13,0,0,0
3/7/20,202010,GA,13,0,0,0
3/14/20,202011,GA,13,0,1,1
3/21/20,202012,GA,13,0,20,19
3/28/20,202013,GA,13,617,69,49
4/4/20,202014,GA,13,622,201,132
4/11/20,202015,GA,13,1240,429,228
4/18/20,202016,GA,13,941,673,244
4/25/20,202017,GA,13,906,907,234
5/2/20,202018,GA,13,1061,1177,270
5/9/20,202019,GA,13,600,1403,226
5/16/20,202020,GA,13,748,1598,195
5/23/20,202021,GA,13,676,1822,224
5/30/20,202022,GA,13,510,2004,182
6/6/20,202023,GA,13,741,2178,174
6/13/20,202024,GA,13,562,2447,269
6/20/20,202025,GA,13,613,2642,195
6/27/20,202026,GA,13,852,2776,134
7/4/20,202027,GA,13,1054,2857,81
7/11/20,202028,GA,13,1462,2996,139
7/18/20,202029,GA,13,1756,3169,173
7/25/20,202030,GA,13,2068,3494,325
8/1/20,202031,GA,13,1966,3825,331
8/8/20,202032,GA,13,1561,4186,361
8/15/20,202033,GA,13,1472,4669,483
8/22/20,202034,GA,13,1297,5092,423
8/29/20,202035,GA,13,1208,5576,484
9/5/20,202036,GA,13,968,5977,401
9/12/20,202037,GA,13,826,6287,310
9/19/20,202038,GA,13,1011,6599,312
9/26/20,202039,GA,13,815,6914,315
10/3/20,202040,GA,13,771,7133,219
10/10/20,202041,GA,13,687,7393,260
10/17/20,202042,GA,13,739,7607,214
10/24/20,202043,GA,13,696,7808,201
10/31/20,202044,GA,13,653,7979,171
11/7/20,202045,GA,13,736,8647,668
11/14/20,202046,GA,13,781,8956,309
1/4/20,202001,ID,16,0,0,0
1/11/20,202002,ID,16,0,0,0
1/18/20,202003,ID,16,0,0,0
1/25/20,202004,ID,16,0,0,0
2/1/20,202005,ID,16,0,0,0
2/8/20,202006,ID,16,0,0,0
2/15/20,202007,ID,16,0,0,0
2/22/20,202008,ID,16,0,0,0
2/29/20,202009,ID,16,0,0,0
3/7/20,202010,ID,16,0,0,0
3/14/20,202011,ID,16,0,0,0
3/21/20,202012,ID,16,0,0,0
3/28/20,202013,ID,16,25,4,4
4/4/20,202014,ID,16,37,10,6
4/11/20,202015,ID,16,66,25,15
4/18/20,202016,ID,16,23,43,18
4/25/20,202017,ID,16,17,56,13
5/2/20,202018,ID,16,10,64,8
5/9/20,202019,ID,16,28,67,3
5/16/20,202020,ID,16,9,73,6
5/23/20,202021,ID,16,12,79,6
5/30/20,202022,ID,16,15,82,3
6/6/20,202023,ID,16,17,83,1
6/13/20,202024,ID,16,8,87,4
6/20/20,202025,ID,16,14,89,2
6/27/20,202026,ID,16,30,91,2
7/4/20,202027,ID,16,46,93,2
7/11/20,202028,ID,16,94,102,9
7/18/20,202029,ID,16,121,119,17
7/25/20,202030,ID,16,139,146,27
8/1/20,202031,ID,16,141,197,51
8/8/20,202032,ID,16,118,235,38
8/15/20,202033,ID,16,123,269,34
8/22/20,202034,ID,16,142,306,37
8/29/20,202035,ID,16,116,358,52
9/5/20,202036,ID,16,112,384,26
9/12/20,202037,ID,16,108,415,31
9/19/20,202038,ID,16,132,441,26
9/26/20,202039,ID,16,94,460,19
10/3/20,202040,ID,16,98,480,20
10/10/20,202041,ID,16,120,507,27
10/17/20,202042,ID,16,161,529,22
10/24/20,202043,ID,16,213,572,43
10/31/20,202044,ID,16,185,629,57
11/7/20,202045,ID,16,253,683,54
11/14/20,202046,ID,16,277,759,76
1/4/20,202001,IL,17,0,0,0
1/11/20,202002,IL,17,0,0,0
1/18/20,202003,IL,17,0,0,0
1/25/20,202004,IL,17,0,0,0
2/1/20,202005,IL,17,0,0,0
2/8/20,202006,IL,17,0,0,0
2/15/20,202007,IL,17,0,0,0
2/22/20,202008,IL,17,0,0,0
2/29/20,202009,IL,17,0,0,0
3/7/20,202010,IL,17,0,0,0
3/14/20,202011,IL,17,0,0,0
3/21/20,202012,IL,17,0,6,6
3/28/20,202013,IL,17,0,47,41
4/4/20,202014,IL,17,0,244,197
4/11/20,202015,IL,17,3680,677,433
4/18/20,202016,IL,17,2500,1259,582
4/25/20,202017,IL,17,3449,1875,616
5/2/20,202018,IL,17,2992.5,2559,684
5/9/20,202019,IL,17,3242.75,3349,790
5/16/20,202020,IL,17,2684.625,4129,780
5/23/20,202021,IL,17,2410.6875,4790,661
5/30/20,202022,IL,17,2130.65625,5330,540
6/6/20,202023,IL,17,1636.671875,5864,534
6/13/20,202024,IL,17,1298.664063,6289,425
6/20/20,202025,IL,17,1046.667969,6625,336
6/27/20,202026,IL,17,992.6660156,6873,248
7/4/20,202027,IL,17,849.6669922,7014,141
7/11/20,202028,IL,17,973.1665039,7369,355
7/18/20,202029,IL,17,873.416748,7483,114
7/25/20,202030,IL,17,1001.291626,7589,106
8/1/20,202031,IL,17,846.354187,7700,111
8/8/20,202032,IL,17,1114.822906,7840,140
8/15/20,202033,IL,17,980.5885468,7937,97
8/22/20,202034,IL,17,997.7057266,8083,146
8/29/20,202035,IL,17,1064.147137,8217,134
9/5/20,202036,IL,17,1017.926432,8385,168
9/12/20,202037,IL,17,1000.036784,8527,142
9/19/20,202038,IL,17,968.9816079,8672,145
9/26/20,202039,IL,17,1112.509196,8832,160
10/3/20,202040,IL,17,978.745402,9023,191
10/10/20,202041,IL,17,1317.627299,9221,198
10/17/20,202042,IL,17,1414.18635,9452,231
10/24/20,202043,IL,17,1908.906825,9751,299
10/31/20,202044,IL,17,2273.546588,10040,289
11/7/20,202045,IL,17,3113.226706,10488,448
11/14/20,202046,IL,17,3858.386647,11088,600
1/4/20,202001,IN,18,0,0,0
1/11/20,202002,IN,18,0,0,0
1/18/20,202003,IN,18,0,0,0
